ID,Type,Gender,TotalStats,SpecialStats,Star,SpecialStar,Parts
3880,basic,Female,"30,33,28,30,27","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_9,G_Bot_2,G_Top_0,G_Head_Skin_Black,G_Face_0,G_Hair_4"
3881,basic,Female,"42,41,45,41,44","0,0,0,0,0",2,0,"G_Hair_Long_6,G_Body_Skin_White,G_Shoes_8,G_Bot_8,G_Top_3,G_Head_Skin_White,G_Face_3,G_Hair_6,G_Face_Acc_1"
3882,basic,Female,"29,30,27,25,26","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_1,G_Bot_0,G_Top_1,G_Head_Skin_Black,G_Face_13,G_Hair_4"
3883,basic,Male,"30,31,26,29,31","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_3,B_Bot_0,B_Top_7,B_Head_Skin_Black,B_Face_12,B_Hair_3,B_Face_Acc_0"
3884,basic,Male,"42,41,40,40,38","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_5,B_Bot_2,B_Top_2,B_Head_Skin_Yellow,B_Face_13,B_Hair_7,B_Face_Acc_2"
3885,basic,Female,"40,37,39,38,36","0,0,0,0,0",1,0,"G_Hair_Long_1,G_Body_Skin_Black,G_Shoes_4,G_Bot_1,G_Top_8,G_Head_Skin_Black,G_Face_13,G_Hair_1,G_Face_Acc_0"
3886,basic,Female,"38,40,37,40,43","0,0,0,0,0",2,0,"G_Hair_Long_13,G_Body_Skin_Yellow,G_Shoes_0,G_Bot_9,G_Top_3,G_Head_Skin_Yellow,G_Face_13,G_Hair_13"
3887,basic,Male,"39,43,38,36,39","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_7,B_Top_1,B_Head_Skin_White,B_Face_6,B_Hair_10,B_Face_Acc_0"
3888,basic,Male,"41,42,40,35,40","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_4,B_Bot_8,B_Top_5,B_Head_Skin_Yellow,B_Face_3,B_Hair_7,B_Face_Acc_1"
3889,basic,Male,"40,43,36,39,37","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_2,B_Top_6,B_Head_Skin_White,B_Face_13,B_Hair_3,B_Face_Acc_1"
3890,basic,Female,"30,34,31,27,29","0,0,0,0,0",1,0,"G_Hair_Long_6,G_Body_Skin_Black,G_Shoes_9,G_Bot_1,G_Top_6,G_Head_Skin_Black,G_Face_4,G_Hair_6,G_Face_Acc_1"
3891,basic,Female,"43,46,41,44,44","0,0,0,0,0",2,0,"G_Hair_Long_9,G_Body_Skin_Black,G_Shoes_0,G_Bot_9,G_Top_0,G_Head_Skin_Black,G_Face_10,G_Hair_9,G_Face_Acc_1"
3892,basic,Male,"33,36,30,34,32","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_0,B_Bot_2,B_Top_6,B_Head_Skin_Black,B_Face_4,B_Hair_3,B_Face_Acc_1"
3893,basic,Female,"40,40,32,35,36","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_1,G_Top_0,G_Head_Skin_Yellow,G_Face_19,G_Hair_9,G_Face_Acc_2"
3894,basic,Male,"35,35,33,37,35","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_6,B_Bot_2,B_Top_2,B_Head_Skin_Black,B_Face_5,B_Hair_9"
3895,basic,Female,"31,33,31,33,34","0,0,0,0,0",1,0,"G_Hair_Long_0,G_Body_Skin_Yellow,G_Shoes_3,G_Bot_7,G_Top_2,G_Head_Skin_Yellow,G_Face_18,G_Hair_0,G_Face_Acc_0"
3896,basic,Male,"33,34,35,36,31","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_2,B_Bot_2,B_Top_7,B_Head_Skin_Yellow,B_Face_13,B_Hair_10"
3897,basic,Male,"46,48,44,47,43","0,0,0,0,0",3,0,"B_Body_Skin_Yellow,B_Shoes_5,B_Bot_5,B_Top_6,B_Head_Skin_Yellow,B_Face_13,B_Hair_8,B_Face_Acc_0"
3898,basic,Female,"39,41,40,41,37","0,0,0,0,0",2,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_6,G_Bot_7,G_Top_4,G_Head_Skin_Black,G_Face_9,G_Hair_4,G_Face_Acc_0"
3899,basic,Male,"21,21,21,20,21","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_1,B_Bot_8,B_Top_0,B_Head_Skin_Yellow,B_Face_2,B_Hair_7"
3900,basic,Male,"23,19,19,18,20","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_0,B_Bot_1,B_Top_8,B_Head_Skin_Yellow,B_Face_3,B_Hair_2"
3901,basic,Male,"36,33,31,32,31","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_5,B_Bot_7,B_Top_7,B_Head_Skin_Yellow,B_Face_13,B_Hair_6"
3902,basic,Female,"41,47,42,41,41","0,0,0,0,0",2,0,"G_Hair_Long_3,G_Body_Skin_Black,G_Shoes_5,G_Bot_5,G_Top_7,G_Head_Skin_Black,G_Face_18,G_Hair_3"
3903,basic,Female,"19,23,18,24,20","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Yellow,G_Shoes_9,G_Bot_2,G_Top_0,G_Head_Skin_Yellow,G_Face_9,G_Hair_7"
3904,basic,Female,"35,36,36,37,37","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_White,G_Shoes_3,G_Bot_7,G_Top_2,G_Head_Skin_White,G_Face_18,G_Hair_3,G_Face_Acc_0"
3905,basic,Male,"45,46,43,41,43","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_8,B_Top_3,B_Head_Skin_White,B_Face_14,B_Hair_1,B_Face_Acc_0"
3906,basic,Male,"23,20,19,20,22","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_1,B_Top_2,B_Head_Skin_White,B_Face_2,B_Hair_7"
3907,basic,Male,"42,35,36,35,39","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_1,B_Bot_4,B_Top_8,B_Head_Skin_White,B_Face_14,B_Hair_3"
3908,basic,Male,"54,58,59,57,53","0,0,0,0,0",5,0,"B_Body_Skin_Black,B_Shoes_2,B_Bot_6,B_Top_5,B_Head_Skin_Black,B_Face_13,B_Hair_10,B_Face_Acc_2"
3909,basic,Male,"34,34,35,35,36","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_7,B_Top_8,B_Head_Skin_Black,B_Face_11,B_Hair_6,B_Face_Acc_3"
3910,basic,Male,"48,43,43,44,44","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_6,B_Bot_1,B_Top_8,B_Head_Skin_Yellow,B_Face_2,B_Hair_4,B_Face_Acc_2"
3911,basic,Male,"43,41,39,38,42","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_9,B_Bot_2,B_Top_3,B_Head_Skin_Yellow,B_Face_14,B_Hair_3,B_Face_Acc_1"
3912,basic,Female,"37,40,36,37,35","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_3,G_Bot_5,G_Top_7,G_Head_Skin_Black,G_Face_20,G_Hair_4,G_Face_Acc_0"
3913,basic,Female,"41,38,39,38,37","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_White,G_Shoes_8,G_Bot_4,G_Top_5,G_Head_Skin_White,G_Face_6,G_Hair_4"
3914,basic,Male,"46,46,42,43,42","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_5,B_Bot_2,B_Top_3,B_Head_Skin_Yellow,B_Face_9,B_Hair_8,B_Face_Acc_1"
3915,basic,Female,"48,49,48,45,46","0,0,0,0,0",3,0,"G_Hair_Long_5,G_Body_Skin_White,G_Shoes_0,G_Bot_1,G_Top_7,G_Head_Skin_White,G_Face_21,G_Hair_5,G_Face_Acc_3"
3916,basic,Male,"50,44,45,46,45","0,0,0,0,0",3,0,"B_Body_Skin_Yellow,B_Shoes_9,B_Bot_4,B_Top_2,B_Head_Skin_Yellow,B_Face_13,B_Hair_1,B_Face_Acc_1"
3917,basic,Male,"44,44,40,43,43","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_2,B_Bot_8,B_Top_6,B_Head_Skin_White,B_Face_12,B_Hair_9,B_Face_Acc_1"
3918,basic,Male,"34,28,27,29,27","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_1,B_Bot_2,B_Top_7,B_Head_Skin_Yellow,B_Face_10,B_Hair_6,B_Face_Acc_1"
3919,basic,Female,"41,42,34,40,42","0,0,0,0,0",2,0,"G_Hair_Long_11,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_5,G_Top_0,G_Head_Skin_Yellow,G_Face_7,G_Hair_11,G_Face_Acc_3"
3920,basic,Male,"27,28,26,26,25","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_3,B_Bot_0,B_Top_7,B_Head_Skin_Yellow,B_Face_13,B_Hair_10"
3921,basic,Female,"38,35,33,35,37","0,0,0,0,0",1,0,"G_Hair_Long_12,G_Body_Skin_Yellow,G_Shoes_1,G_Bot_5,G_Top_5,G_Head_Skin_Yellow,G_Face_3,G_Hair_12,G_Face_Acc_1"
3922,basic,Female,"34,43,40,41,36","0,0,0,0,0",1,0,"G_Hair_Long_0,G_Body_Skin_Black,G_Shoes_4,G_Bot_5,G_Top_0,G_Head_Skin_Black,G_Face_11,G_Hair_0"
3923,basic,Male,"32,26,27,26,31","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_9,B_Bot_0,B_Top_3,B_Head_Skin_Yellow,B_Face_14,B_Hair_6"
3924,basic,Male,"37,37,37,39,36","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_2,B_Bot_1,B_Top_6,B_Head_Skin_Yellow,B_Face_13,B_Hair_7,B_Face_Acc_0"
3925,basic,Female,"34,38,39,36,36","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_Black,G_Shoes_4,G_Bot_1,G_Top_3,G_Head_Skin_Black,G_Face_16,G_Hair_3"
3926,basic,Male,"24,23,23,21,22","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_0,B_Bot_0,B_Top_3,B_Head_Skin_Yellow,B_Face_11,B_Hair_2"
3927,basic,Female,"42,40,39,41,41","0,0,0,0,0",2,0,"G_Hair_Long_9,G_Body_Skin_White,G_Shoes_0,G_Bot_9,G_Top_0,G_Head_Skin_White,G_Face_12,G_Hair_9,G_Face_Acc_0"
3928,basic,Female,"45,45,43,46,45","0,0,0,0,0",2,0,"G_Hair_Long_3,G_Body_Skin_White,G_Shoes_9,G_Bot_3,G_Top_0,G_Head_Skin_White,G_Face_7,G_Hair_3,G_Face_Acc_0"
3929,basic,Female,"36,40,36,33,36","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_0,G_Top_1,G_Head_Skin_Yellow,G_Face_14,G_Hair_7,G_Face_Acc_2"
3930,basic,Male,"42,39,39,37,38","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_1,B_Bot_8,B_Top_3,B_Head_Skin_Yellow,B_Face_12,B_Hair_9,B_Face_Acc_2"
3931,basic,Male,"57,57,54,53,53","0,0,0,0,0",4,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_7,B_Top_5,B_Head_Skin_White,B_Face_9,B_Hair_8,B_Face_Acc_0"
3932,basic,Female,"26,27,24,26,25","0,0,0,0,0",1,0,"G_Hair_Long_1,G_Body_Skin_Black,G_Shoes_6,G_Bot_5,G_Top_6,G_Head_Skin_Black,G_Face_16,G_Hair_1"
3933,basic,Male,"37,41,37,36,38","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_9,B_Bot_8,B_Top_5,B_Head_Skin_Black,B_Face_9,B_Hair_3"
3934,basic,Male,"40,44,38,37,40","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_8,B_Top_6,B_Head_Skin_White,B_Face_14,B_Hair_3,B_Face_Acc_0"
3935,basic,Female,"26,31,28,26,30","0,0,0,0,0",1,0,"G_Hair_Long_8,G_Body_Skin_Black,G_Shoes_9,G_Bot_6,G_Top_2,G_Head_Skin_Black,G_Face_10,G_Hair_8"
3936,basic,Male,"36,36,34,34,33","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_7,B_Top_0,B_Head_Skin_White,B_Face_7,B_Hair_11"
3937,basic,Male,"35,36,32,33,32","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_7,B_Top_3,B_Head_Skin_White,B_Face_1,B_Hair_10"
3938,basic,Male,"22,23,21,24,22","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_0,B_Bot_0,B_Top_0,B_Head_Skin_Yellow,B_Face_0,B_Hair_2"
3939,basic,Female,"24,27,26,26,28","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_6,G_Bot_5,G_Top_2,G_Head_Skin_Black,G_Face_10,G_Hair_2,G_Face_Acc_0"
3940,basic,Male,"24,20,24,24,25","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_9,B_Bot_1,B_Top_8,B_Head_Skin_Black,B_Face_11,B_Hair_2"
3941,basic,Male,"44,47,43,45,41","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_7,B_Top_6,B_Head_Skin_Black,B_Face_9,B_Hair_1,B_Face_Acc_0"
3942,basic,Male,"37,36,33,34,38","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_7,B_Bot_0,B_Top_8,B_Head_Skin_Yellow,B_Face_6,B_Hair_9,B_Face_Acc_0"
3943,basic,Female,"28,26,28,30,27","0,0,0,0,0",1,0,"G_Hair_Long_13,G_Body_Skin_Black,G_Shoes_7,G_Bot_1,G_Top_5,G_Head_Skin_Black,G_Face_13,G_Hair_13"
3944,basic,Male,"34,34,29,29,32","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_7,B_Top_8,B_Head_Skin_White,B_Face_9,B_Hair_7,B_Face_Acc_1"
3945,basic,Female,"33,32,28,34,36","0,0,0,0,0",1,0,"G_Hair_Long_13,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_8,G_Top_4,G_Head_Skin_Yellow,G_Face_18,G_Hair_13"
3946,basic,Female,"31,31,32,34,31","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Black,G_Shoes_6,G_Bot_5,G_Top_5,G_Head_Skin_Black,G_Face_7,G_Hair_7,G_Face_Acc_0"
3947,basic,Male,"29,28,25,25,30","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_0,B_Top_3,B_Head_Skin_Yellow,B_Face_12,B_Hair_7,B_Face_Acc_1"
3948,basic,Female,"22,27,24,23,22","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Black,G_Shoes_1,G_Bot_0,G_Top_7,G_Head_Skin_Black,G_Face_14,G_Hair_7"
3949,basic,Female,"38,32,38,39,36","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_White,G_Shoes_1,G_Bot_4,G_Top_5,G_Head_Skin_White,G_Face_8,G_Hair_7,G_Face_Acc_1"
3950,basic,Male,"46,46,47,46,42","0,0,0,0,0",3,0,"B_Body_Skin_Black,B_Shoes_6,B_Bot_4,B_Top_2,B_Head_Skin_Black,B_Face_7,B_Hair_10,B_Face_Acc_0"
3951,basic,Male,"34,32,28,30,32","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_7,B_Top_3,B_Head_Skin_White,B_Face_12,B_Hair_1"
3952,basic,Male,"48,46,46,45,46","0,0,0,0,0",3,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_3,B_Top_6,B_Head_Skin_Yellow,B_Face_14,B_Hair_7,B_Face_Acc_1"
3953,basic,Male,"47,46,45,42,47","0,0,0,0,0",3,0,"B_Body_Skin_White,B_Shoes_9,B_Bot_6,B_Top_3,B_Head_Skin_White,B_Face_14,B_Hair_2,B_Face_Acc_1"
3954,basic,Female,"41,38,32,33,34","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_White,G_Shoes_0,G_Bot_1,G_Top_6,G_Head_Skin_White,G_Face_2,G_Hair_9,G_Face_Acc_2"
3955,basic,Female,"41,40,38,42,42","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_White,G_Shoes_4,G_Bot_0,G_Top_5,G_Head_Skin_White,G_Face_8,G_Hair_11,G_Face_Acc_2"
3956,basic,Male,"32,32,32,31,31","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_5,B_Top_2,B_Head_Skin_Yellow,B_Face_7,B_Hair_9"
3957,basic,Male,"33,39,35,33,36","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_7,B_Top_3,B_Head_Skin_Black,B_Face_6,B_Hair_9,B_Face_Acc_1"
3958,basic,Male,"33,30,28,31,31","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_1,B_Top_9,B_Head_Skin_White,B_Face_14,B_Hair_6,B_Face_Acc_0"
3959,basic,Male,"40,36,39,37,37","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_1,B_Bot_0,B_Top_9,B_Head_Skin_Yellow,B_Face_14,B_Hair_2,B_Face_Acc_2"
3960,basic,Male,"27,31,28,26,29","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_8,B_Top_0,B_Head_Skin_White,B_Face_2,B_Hair_7,B_Face_Acc_2"
3961,basic,Male,"31,31,32,30,29","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_1,B_Bot_7,B_Top_0,B_Head_Skin_Yellow,B_Face_10,B_Hair_2,B_Face_Acc_0"
3962,basic,Female,"28,30,33,32,31","0,0,0,0,0",1,0,"G_Hair_Long_13,G_Body_Skin_Black,G_Shoes_4,G_Bot_7,G_Top_1,G_Head_Skin_Black,G_Face_9,G_Hair_13,G_Face_Acc_0"
3963,basic,Male,"33,30,29,34,32","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_1,B_Top_0,B_Head_Skin_Black,B_Face_12,B_Hair_5,B_Face_Acc_1"
3964,basic,Female,"41,46,42,46,42","0,0,0,0,0",2,0,"G_Hair_Long_7,G_Body_Skin_Black,G_Shoes_0,G_Bot_3,G_Top_6,G_Head_Skin_Black,G_Face_9,G_Hair_7,G_Face_Acc_0"
3965,basic,Male,"33,36,33,31,35","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_8,B_Bot_0,B_Top_7,B_Head_Skin_White,B_Face_13,B_Hair_3,B_Face_Acc_0"
3966,basic,Female,"17,21,15,17,15","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Yellow,G_Shoes_1,G_Bot_1,G_Top_2,G_Head_Skin_Yellow,G_Face_6,G_Hair_7"
3967,basic,Female,"26,29,22,22,18","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_1,G_Bot_1,G_Top_6,G_Head_Skin_Black,G_Face_6,G_Hair_4"
3968,basic,Male,"40,43,37,38,40","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_8,B_Bot_7,B_Top_6,B_Head_Skin_White,B_Face_0,B_Hair_3,B_Face_Acc_1"
3969,basic,Female,"28,29,31,28,28","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_4,G_Bot_7,G_Top_4,G_Head_Skin_Yellow,G_Face_8,G_Hair_5"
3970,basic,Female,"40,42,40,41,41","0,0,0,0,0",2,0,"G_Hair_Long_12,G_Body_Skin_Black,G_Shoes_7,G_Bot_9,G_Top_5,G_Head_Skin_Black,G_Face_15,G_Hair_12"
3971,basic,Male,"48,45,46,41,46","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_4,B_Bot_1,B_Top_5,B_Head_Skin_Yellow,B_Face_3,B_Hair_3,B_Face_Acc_2"
3972,basic,Female,"45,45,43,42,44","0,0,0,0,0",2,0,"G_Hair_Long_4,G_Body_Skin_White,G_Shoes_4,G_Bot_9,G_Top_1,G_Head_Skin_White,G_Face_20,G_Hair_4,G_Face_Acc_0"
3973,basic,Male,"36,34,31,31,34","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_7,B_Top_3,B_Head_Skin_White,B_Face_4,B_Hair_1"
3974,basic,Male,"33,34,29,33,29","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_6,B_Top_7,B_Head_Skin_Black,B_Face_1,B_Hair_11"
3975,basic,Female,"23,26,21,22,25","0,0,0,0,0",1,0,"G_Hair_Long_8,G_Body_Skin_Yellow,G_Shoes_6,G_Bot_8,G_Top_2,G_Head_Skin_Yellow,G_Face_3,G_Hair_8"
3976,basic,Male,"30,32,32,29,33","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_8,B_Bot_0,B_Top_1,B_Head_Skin_White,B_Face_4,B_Hair_10,B_Face_Acc_0"
3977,basic,Female,"37,30,35,33,33","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_White,G_Shoes_7,G_Bot_7,G_Top_5,G_Head_Skin_White,G_Face_20,G_Hair_2"
3978,basic,Male,"29,29,25,28,30","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_0,B_Top_0,B_Head_Skin_White,B_Face_12,B_Hair_2,B_Face_Acc_1"
3979,basic,Male,"43,43,40,39,42","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_8,B_Top_2,B_Head_Skin_White,B_Face_11,B_Hair_3,B_Face_Acc_0"
3980,basic,Female,"36,37,36,33,34","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_Yellow,G_Shoes_9,G_Bot_7,G_Top_1,G_Head_Skin_Yellow,G_Face_21,G_Hair_3"
3981,basic,Male,"37,36,37,39,33","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_1,B_Bot_2,B_Top_6,B_Head_Skin_Black,B_Face_11,B_Hair_1,B_Face_Acc_0"
3982,basic,Female,"31,31,25,28,28","0,0,0,0,0",1,0,"G_Hair_Long_0,G_Body_Skin_Yellow,G_Shoes_1,G_Bot_8,G_Top_7,G_Head_Skin_Yellow,G_Face_20,G_Hair_0"
3983,basic,Female,"40,46,38,40,38","0,0,0,0,0",2,0,"G_Hair_Long_3,G_Body_Skin_Black,G_Shoes_7,G_Bot_9,G_Top_6,G_Head_Skin_Black,G_Face_20,G_Hair_3"
3984,basic,Male,"29,29,31,32,29","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_3,B_Top_9,B_Head_Skin_Black,B_Face_2,B_Hair_11"
3985,basic,Male,"39,37,34,36,38","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_0,B_Top_6,B_Head_Skin_White,B_Face_14,B_Hair_7"
3986,basic,Male,"35,36,35,34,37","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_2,B_Bot_8,B_Top_3,B_Head_Skin_White,B_Face_4,B_Hair_8"
3987,basic,Male,"35,35,29,30,35","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_6,B_Bot_8,B_Top_8,B_Head_Skin_Yellow,B_Face_6,B_Hair_7,B_Face_Acc_1"
3988,basic,Male,"53,51,49,50,48","0,0,0,0,0",4,0,"B_Body_Skin_Yellow,B_Shoes_5,B_Bot_7,B_Top_1,B_Head_Skin_Yellow,B_Face_13,B_Hair_1,B_Face_Acc_1"
3989,basic,Female,"37,41,39,35,41","0,0,0,0,0",1,0,"G_Hair_Long_10,G_Body_Skin_Black,G_Shoes_6,G_Bot_4,G_Top_1,G_Head_Skin_Black,G_Face_18,G_Hair_10"
3990,basic,Male,"30,30,25,27,28","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_1,B_Bot_5,B_Top_7,B_Head_Skin_Yellow,B_Face_6,B_Hair_7,B_Face_Acc_1"
3991,basic,Male,"50,48,47,47,48","0,0,0,0,0",3,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_7,B_Top_8,B_Head_Skin_Black,B_Face_14,B_Hair_8,B_Face_Acc_1"
3992,basic,Male,"41,45,43,42,39","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_0,B_Bot_5,B_Top_3,B_Head_Skin_Black,B_Face_7,B_Hair_8,B_Face_Acc_2"
3993,basic,Female,"33,39,30,33,32","0,0,0,0,0",1,0,"G_Hair_Long_13,G_Body_Skin_Black,G_Shoes_1,G_Bot_9,G_Top_0,G_Head_Skin_Black,G_Face_5,G_Hair_13,G_Face_Acc_2"
3994,basic,Male,"18,23,16,19,20","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_8,B_Top_0,B_Head_Skin_White,B_Face_1,B_Hair_7"
3995,basic,Male,"35,38,33,34,34","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_0,B_Bot_7,B_Top_3,B_Head_Skin_Black,B_Face_5,B_Hair_1,B_Face_Acc_1"
3996,basic,Male,"32,29,27,29,29","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_1,B_Top_7,B_Head_Skin_White,B_Face_4,B_Hair_1,B_Face_Acc_0"
3997,basic,Male,"40,41,37,37,38","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_1,B_Top_3,B_Head_Skin_Black,B_Face_7,B_Hair_3,B_Face_Acc_1"
3998,basic,Male,"25,24,22,24,25","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_8,B_Bot_5,B_Top_2,B_Head_Skin_White,B_Face_10,B_Hair_6"
3999,basic,Female,"42,33,38,35,35","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_White,G_Shoes_9,G_Bot_7,G_Top_8,G_Head_Skin_White,G_Face_13,G_Hair_2,G_Face_Acc_2"
4000,basic,Female,"33,33,32,34,35","0,0,0,0,0",1,0,"G_Hair_Long_12,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_1,G_Top_3,G_Head_Skin_Yellow,G_Face_9,G_Hair_12"
4001,basic,Male,"42,42,38,38,40","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_6,B_Bot_7,B_Top_3,B_Head_Skin_Yellow,B_Face_9,B_Hair_3"
4002,basic,Female,"32,29,31,32,34","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_White,G_Shoes_4,G_Bot_8,G_Top_7,G_Head_Skin_White,G_Face_18,G_Hair_2,G_Face_Acc_0"
4003,basic,Male,"33,35,34,31,33","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_9,B_Bot_7,B_Top_3,B_Head_Skin_White,B_Face_13,B_Hair_10"
4004,basic,Male,"45,40,41,46,43","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_2,B_Bot_0,B_Top_4,B_Head_Skin_Black,B_Face_12,B_Hair_5,B_Face_Acc_1"
4005,basic,Male,"20,23,18,20,21","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_3,B_Bot_8,B_Top_9,B_Head_Skin_Black,B_Face_3,B_Hair_6"
